lon,lat,zone_type,cluster_id,poi_id
113.99003146927583,22.673712604462693,Residential,6,85
113.79970314166053,22.70523202799133,Residential,2,86
113.89504527886818,22.56235433265055,Commercial,7,87
113.80057472723949,22.70649231112277,Residential,2,88
114.06945381196779,22.616941716329496,Residential,4,89
113.8839273,22.570510300000002,Residential,7,90
113.8170437661149,22.696778424376138,Residential,2,91
113.7894933431431,22.698037580661527,Residential,2,92
113.89742529528014,22.561087233597448,Commercial,7,93
113.95250313320523,22.54474316875752,Commercial,0,94
113.92646999126912,22.499954351721122,Residential,0,95
114.10189995906289,22.557822256328457,Residential,1,96
113.82905528612523,22.793383096018513,Industrial,2,97
113.83219621577553,22.743972567521684,Residential,2,98
114.05855380196107,22.548798399973073,Commercial,1,99
114.24866272295499,22.75043313585209,Residential,5,100
113.83238870000002,22.6991521,Residential,2,101
113.99049450000003,22.67387225,Residential,6,102
113.79996149956727,22.782723596437016,Industrial,2,103
114.02002375175724,22.73942984086723,Industrial,6,104
113.99240557632066,22.542004125430186,Residential,1,105
113.78423136280503,22.734735793695396,Industrial,2,106
114.10134032376583,22.562346457367862,Commercial,3,107
113.82746315,22.775328699999996,Residential,2,108
113.95021026603277,22.635404155657383,Commercial,6,109
113.91907864770704,22.500345941064147,Commercial,0,110
114.23148592384163,22.726080675126138,Residential,5,111
113.984493781651,22.669509586277062,Residential,6,112
114.26959104264665,22.76257694637015,Commercial,5,113
114.20194375,22.7095979,Residential,5,114
113.92088117053493,22.487753474076396,Residential,0,115
113.91008801890302,22.558626228144544,Residential,0,116
114.10410985037608,22.575407425110637,Residential,3,117
113.81555833143442,22.693779357475094,Commercial,2,118
113.81495885000001,22.75145695,Industrial,2,119
114.14125308294072,22.549203673445025,Residential,3,120
113.8344781178549,22.700081902238054,Residential,2,121
113.92992590000001,22.6395892,Industrial,6,122
113.86046306954027,22.754520012425363,Industrial,2,123
113.79321680000001,22.6913357,Residential,2,124
114.12172385253704,22.638239226165016,Commercial,3,125
113.89140834999999,22.585362099999998,Residential,7,126
114.01789965346416,22.651048783396615,Residential,4,127
113.86981345000001,22.5994214,Residential,7,128
113.9169157152157,22.568967712786677,Residential,7,129
114.04602272594775,22.66049310425567,Industrial,4,130
113.84456974537952,22.630073867847724,Industrial,7,131
114.11195382161836,22.542327455025955,Commercial,1,132
113.92654055000001,22.63458935,Industrial,6,133
113.89733516548694,22.559470004790143,Residential,7,134
113.823584,22.7666948,Industrial,2,135
113.91797831904476,22.52111579479582,Residential,0,136
113.96999722339828,22.62232747064027,Commercial,6,137
113.82784200649192,22.67823094691279,Industrial,2,138
114.11913058177569,22.543757593165193,Commercial,3,139
113.93899465913336,22.681775177393565,Residential,6,140
114.1350677,22.606479149999995,Industrial,3,141
113.94613570200755,22.54868724825386,Industrial,0,142
114.05451055,22.5309674,Residential,1,143
114.171175,22.599805100000005,Residential,3,144
113.86248795666489,22.58051227174236,Commercial,7,145
114.05799824701296,22.62860014807297,Residential,4,146
114.04107845,22.616492600000004,Residential,4,147
113.80681171164288,22.715864002370445,Industrial,2,148
113.82851284999998,22.7744048,Residential,2,149
114.07621031560014,22.533900443819302,Residential,1,150
114.02871152937239,22.562511814049728,Residential,1,151
114.004903971805,22.537419303839172,Commercial,1,152
114.05355779732696,22.505061933630454,Commercial,1,153
113.8450693843387,22.601647682128796,Residential,7,154
114.03470029110092,22.564544626349345,Residential,1,155
113.78057759348917,22.713190374233605,Industrial,2,156
113.91276947151471,22.53062853635653,Residential,0,157
114.14127384551381,22.560837636606337,Commercial,3,158
114.1286737,22.5803833,Commercial,3,159
114.07212256681488,22.726283072487988,Commercial,4,160
114.04672033062349,22.51721836985789,Residential,1,161
114.22521893043196,22.70495984511783,Residential,5,162
114.02328927534406,22.53090376040843,Commercial,1,163
114.16759664891407,22.606540573311076,Residential,3,164
113.8824869879239,22.518527422710353,Residential,0,165
114.08120640540797,22.532368677925042,Industrial,1,166
113.93979307412253,22.581406021762984,Commercial,0,167
114.07302920000001,22.536887450000002,Residential,1,168
114.10140912154785,22.634137763509397,Residential,3,169
113.94742541069405,22.68762931202962,Industrial,6,170
114.17344090334376,22.605435939139177,Residential,3,171
113.89270842089412,22.56373168790218,Residential,7,172
113.92566315,22.5133536,Industrial,0,173
114.02062295963952,22.64221328160978,Residential,4,174
114.05468596879544,22.52487664002233,Residential,1,175
114.1291565566056,22.587925730607253,Residential,3,176
114.10870185506941,22.629621631654025,Residential,3,177
113.78378403670614,22.69716102653983,Industrial,2,178
113.86979774999999,22.58207965,Residential,7,179
114.11920687764558,22.598603210277126,Residential,3,180
113.88413075000001,22.59025375000001,Residential,7,181
113.92047804270199,22.531488809635157,Residential,0,182
113.80186965,22.704286299999996,Residential,2,183
113.85778612679783,22.592097434668837,Commercial,7,184
114.04066181410764,22.55792011558899,Residential,1,185
114.02922145,22.5648081,Commercial,1,186
113.89093489572923,22.590449218968,Residential,7,187
113.85990837026102,22.74827468611095,Industrial,2,188
114.16884833312955,22.607844546635775,Residential,3,189
114.02266014707702,22.528212164829135,Residential,1,190
114.03663972816774,22.566649203206662,Residential,1,191
114.04698881046416,22.602775125724527,Residential,4,192
113.8585026543024,22.604740722332437,Industrial,7,193
113.8739663871797,22.484997508706606,Industrial,0,194
114.04817818051676,22.50637601339061,Commercial,1,195
114.00397418573043,22.64326634838843,Residential,4,196
113.96517323205744,22.696428033232685,Industrial,6,197
114.05873322367135,22.539540916132868,Commercial,1,198
113.91315319808574,22.504035732155995,Residential,0,199
114.10596396343648,22.5943537750535,Residential,3,200
114.27968961526496,22.756086630450184,Industrial,5,201
114.06559294353953,22.51944528713934,Residential,1,202
113.90395045475243,22.566784417905172,Residential,7,203
114.04232952026298,22.55555869384721,Residential,1,204
113.87639466496351,22.567611515951846,Residential,7,205
113.79205645338054,22.707762373867105,Residential,2,206
113.93006665498339,22.54878629899991,Residential,0,207
114.03300404483359,22.55618314071747,Residential,1,208
113.95025176168214,22.544706826123157,Commercial,0,209
113.95513633240071,22.58133380990471,Residential,0,210
114.01879173065373,22.53361604014588,Commercial,1,211
114.16284806691502,22.56160620266729,Residential,3,212
114.16377357463878,22.566092770049305,Residential,3,213
113.83191828724634,22.69615202457323,Residential,2,214
114.02787224999999,22.72104965,Industrial,4,215
114.05654729886184,22.622538749962608,Commercial,4,216
114.06320443328015,22.573276680716983,Residential,1,217
114.27707405000001,22.76250205,Industrial,5,218
113.97953460243698,22.527618865561173,Residential,0,219
113.81092413174406,22.77012737595972,Industrial,2,220
113.8539689007319,22.574515925155925,Commercial,7,221
114.2254738014634,22.72768212285048,Commercial,5,222
113.79085116550453,22.692920782257605,Residential,2,223
113.85657121336385,22.74414809631187,Industrial,2,224
113.7902947,22.762872599999998,Industrial,2,225
113.99368270000001,22.66970585,Residential,6,226
113.84142178300709,22.592996045646235,Commercial,7,227
114.22472910855465,22.706393460457033,Residential,5,228
114.05921044999998,22.570847649999997,Residential,1,229
113.86866235116014,22.798211980690155,Industrial,2,230
113.9862579096218,22.52739982036488,Commercial,0,231
113.88087,22.5736183,Residential,7,232
113.90472975683058,22.56788339470588,Residential,7,233
114.10326231433314,22.619998081397945,Residential,3,234
114.05216628592245,22.57889607445437,Commercial,1,235
113.88670394999998,22.571371099999997,Residential,7,236
114.19613316350734,22.67041223206913,Commercial,5,237
113.93226716036513,22.548051934879005,Commercial,0,238
113.88166699346661,22.569644832879117,Residential,7,239
113.86809878668579,22.582692475538447,Residential,7,240
114.04639139363803,22.60012369888632,Commercial,4,241
114.27749442594637,22.683784274330456,Industrial,5,242
113.886359796862,22.568118916374715,Residential,7,243
113.86887829736386,22.568059257289637,Commercial,7,244
113.83857669999999,22.5896322,Commercial,7,245
113.80916119999998,22.70993135,Residential,2,246
113.85027245478604,22.614066264900018,Residential,7,247
113.82189172034677,22.709583265249957,Residential,2,248
114.09874025412316,22.538742867922014,Residential,1,249
113.87971015000001,22.573613400000006,Residential,7,250
114.05531177488173,22.57503619660885,Commercial,1,251
113.95610801292801,22.593498813156277,Residential,0,252
114.11598903924023,22.545942371961996,Commercial,3,253
114.04846507532537,22.599510492448992,Residential,4,254
113.9418678551296,22.523014376655578,Residential,0,255
113.88805635000003,22.5641859,Residential,7,256
113.91931020670684,22.638975477905877,Industrial,6,257
113.81888328071813,22.71151222809771,Industrial,2,258
113.93970521233312,22.523177595797858,Commercial,0,259
114.10003188566687,22.621553118602062,Residential,3,260
113.90125497531429,22.530229195275375,Residential,0,261
113.94749943855079,22.540058266472847,Commercial,0,262
114.16900746781678,22.56957110792333,Residential,3,263
113.87140360978852,22.48062557999744,Industrial,0,264
113.902077157717,22.5546470701087,Residential,7,265
113.82726645,22.758523399999998,Industrial,2,266
114.023093657202,22.718862585382297,Industrial,4,267
113.90605193819336,22.53744533617309,Residential,0,268
114.0231140544359,22.52573801722334,Residential,1,269
114.13212444607868,22.585893503580323,Residential,3,270
114.10261647943419,22.557859714192706,Commercial,3,271
113.99275395495245,22.67086396815797,Residential,6,272
114.01141762990787,22.546861796141087,Residential,1,273
113.80250505553761,22.703988821700428,Residential,2,274
113.9242684854807,22.520888029622682,Residential,0,275
114.22768583236808,22.695038972337244,Residential,5,276
114.10258025979398,22.613407458036654,Industrial,3,277
114.07414474999999,22.534058999999996,Residential,1,278
113.82931987103676,22.603953810653024,Industrial,7,279
113.89432562366747,22.529260500306272,Commercial,0,280
113.85173927916377,22.779575589021444,Industrial,2,281
113.8070275664661,22.68020112846131,Commercial,2,282
113.85279367200911,22.66015384773161,Industrial,2,283
113.90963259185024,22.504475003289915,Residential,0,284
113.82710322532999,22.67373564646284,Industrial,2,285
114.15985175796474,22.56506676199702,Residential,3,286
113.99246541745262,22.54321905398638,Commercial,1,287
113.77756742893398,22.68790543766869,Industrial,2,288
113.9341199,22.5207217,Commercial,0,289
114.20869609464867,22.713327043593765,Residential,5,290
114.096866678245,22.53973139155915,Residential,1,291
113.83386185000002,22.602426100000002,Industrial,7,292
114.0536245558325,22.629154583507976,Residential,4,293
114.1143298,22.65214525,Industrial,3,294
114.16389935290101,22.564584485888922,Residential,3,295
113.9099109199603,22.534087588296607,Residential,0,296
114.12914894132702,22.544478299560588,Residential,3,297
113.97855827664488,22.70171272349426,Industrial,6,298
113.9158449953149,22.669644239576797,Industrial,6,299
113.92024038758112,22.539326036382548,Residential,0,300
113.84999663525106,22.599887025412265,Residential,7,301
114.08096877033924,22.73933128451989,Commercial,4,302
113.81140474319506,22.706437372762107,Industrial,2,303
114.10963704999999,22.629192549999996,Residential,3,304
114.08556219861057,22.633759605202208,Commercial,4,305
114.06524931928455,22.559887124744584,Commercial,1,306
114.13348879814026,22.548499521327876,Residential,3,307
114.11179566838291,22.629892504597283,Residential,3,308
113.963074,22.534241,Commercial,0,309
113.89178927799028,22.57895325686895,Commercial,7,310
113.94781675370697,22.533380564627006,Commercial,0,311
114.01950623820301,22.52993769503617,Residential,1,312
113.79963024999998,22.704870250000003,Residential,2,313
114.0666122281791,22.57332281322985,Residential,1,314
113.85655301963753,22.79301447687247,Industrial,2,315
113.88558560000001,22.569479249999997,Residential,7,316
113.78460015000002,22.747107149999998,Industrial,2,317
113.8074192,22.773449550000002,Industrial,2,318
113.83824452749909,22.607873787282763,Residential,7,319
113.89546519528015,22.56203463359745,Commercial,7,320
113.79513539999998,22.67843515,Residential,2,321
114.1719501,22.60413585,Residential,3,322
114.13884115948822,22.548699341618324,Residential,3,323
114.10658410619239,22.628598690874078,Residential,3,324
113.82223654312237,22.790298082827633,Industrial,2,325
114.02314184662507,22.52538593272712,Residential,1,326
113.84164002870492,22.75547840100473,Industrial,2,327
113.86096914707632,22.566485933437075,Residential,7,328
114.0533920585076,22.63351027527969,Residential,4,329
113.89240755000002,22.55994595,Residential,7,330
114.03871035528472,22.56527033592019,Residential,1,331
113.88910061772509,22.58935717062912,Residential,7,332
113.9844294554553,22.592980788497538,Commercial,4,333
114.07274974382551,22.663779095980484,Residential,4,334
114.139289439438,22.548783420183337,Residential,3,335
113.86180085571795,22.566071978959233,Residential,7,336
114.04175182531164,22.61437669312758,Residential,4,337
114.20560278176445,22.650642897784888,Residential,5,338
114.0222823227413,22.533866683752713,Industrial,1,339
113.82611482656718,22.789899019549114,Industrial,2,340
114.04832145,22.60022485,Residential,4,341
114.04686868953587,22.602253974275474,Residential,4,342
113.93593123442358,22.51126879941742,Commercial,0,343
114.0401068,22.544235,Commercial,1,344
114.01858927260558,22.530763321385393,Residential,1,345
113.88263768245575,22.574914012183783,Residential,7,346
114.10255609999999,22.617701249999996,Residential,3,347
113.8653632329981,22.570081750915502,Commercial,7,348
113.87553646496353,22.567456115951845,Residential,7,349
113.79902613693672,22.78367180573156,Industrial,2,350
113.90933422200126,22.558197301855902,Residential,0,351
113.83944693932379,22.592801611301415,Residential,7,352
113.83356283729107,22.690813620449255,Residential,2,353
114.22923762986903,22.69363076593676,Residential,5,354
114.05685421693917,22.61832255120325,Commercial,4,355
114.07084118063585,22.54620878720454,Residential,1,356
113.96245221567165,22.538399675974276,Residential,0,357
114.07316760684239,22.536853020708154,Residential,1,358
114.04239860000003,22.672617450000004,Residential,4,359
114.03158498410787,22.56370601271519,Residential,1,360
114.01651096770198,22.653055879119123,Residential,4,361
113.80157777478944,22.765092998912674,Industrial,2,362
114.03662899490877,22.56811598359471,Residential,1,363
113.91595673901175,22.542232218848348,Residential,0,364
113.8807480995398,22.573511666676445,Residential,7,365
113.85186941109993,22.587140443226442,Residential,7,366
114.2501270510294,22.697235621520466,Commercial,5,367
113.83144872445362,22.762814053336434,Industrial,2,368
113.89438876644161,22.56162620076979,Commercial,7,369
113.92457255000002,22.646347100000003,Residential,6,370
114.1074614384286,22.625286324088798,Residential,3,371
113.96381094116877,22.53201348541061,Commercial,0,372
113.86109614999998,22.568427550000003,Residential,7,373
113.83350206274461,22.696875575426866,Residential,2,374
114.04712445,22.60295255,Residential,4,375
113.89557566644409,22.56092425076093,Commercial,7,376
114.05425429615993,22.524855580025587,Residential,1,377
114.04979932132174,22.527209984130526,Residential,1,378
114.05149547552628,22.5706221981127,Residential,1,379
113.83035166849655,22.678988206856108,Industrial,2,380
113.90133897782053,22.553683888884823,Residential,7,381
114.1105148867248,22.627563526693386,Residential,3,382
113.80041556547908,22.727182737919623,Industrial,2,383
113.88810405000001,22.5690636,Residential,7,384
113.91001587109531,22.58357021961297,Residential,7,385
114.09429140932053,22.55637315209483,Commercial,1,386
114.04366504230173,22.676475070713426,Residential,4,387
113.96038490000001,22.601842600000005,Commercial,6,388
114.13656761576922,22.564243715074788,Residential,3,389
113.80227201539198,22.767749766853616,Industrial,2,390
114.1238998071489,22.6278975343119,Residential,3,391
113.88833185,22.569560799999998,Residential,7,392
114.10218555,22.618652500000003,Residential,3,393
113.92141959760254,22.507378590037217,Commercial,0,394
114.04426839999998,22.522131199999997,Residential,1,395
113.85700394894765,22.804566137068974,Residential,2,396
113.8747536285995,22.562418093671038,Residential,7,397
113.92209213098737,22.5523308694922,Residential,0,398
113.80917298238478,22.70879616554775,Residential,2,399
113.9406133,22.588349150000003,Industrial,0,400
113.94994745467177,22.56036915500984,Residential,0,401
113.97767590000002,22.68209335,Residential,6,402
114.01706483113466,22.652307800264392,Residential,4,403
113.854015,22.66096425,Industrial,2,404
114.2202931821371,22.6634069118157,Commercial,5,405
114.04422190687808,22.569142528896258,Residential,1,406
113.8567638182907,22.62773708899575,Residential,7,407
113.918697783371,22.495744399999435,Residential,0,408
113.777045473051,22.701197871330333,Residential,2,409
114.03949500754864,22.56719555634403,Residential,1,410
114.03889414999998,22.60319405,Residential,4,411
113.89258465000002,22.5857851,Residential,7,412
113.87692792798495,22.575195606547904,Residential,7,413
113.8982805,22.569649350000002,Residential,7,414
113.88002935,22.5694706,Residential,7,415
113.89132764999998,22.585675299999995,Residential,7,416
113.89990888641672,22.483418520837347,Residential,0,417
113.78575308161061,22.734934663137533,Industrial,2,418
113.90401247367188,22.56876292142872,Residential,7,419
113.93511801992399,22.577612287390036,Commercial,0,420
114.055769297323,22.529055114529843,Residential,1,421
113.92495305575879,22.482947924215246,Residential,0,422
113.98642162760348,22.66908421342238,Residential,6,423
113.9392566850129,22.561755732316676,Industrial,0,424
114.05445835,22.530685150000004,Residential,1,425
113.8906479628641,22.505963764348103,Residential,0,426
113.88005935000001,22.5708685,Residential,7,427
113.9555373,22.575190100000004,Residential,0,428
114.01586316857416,22.635145209988004,Residential,4,429
114.22437114244978,22.686847333703604,Commercial,5,430
114.11280894999999,22.55277745,Residential,3,431
114.21766780063057,22.68672427324817,Commercial,5,432
113.87544416824223,22.56877248274609,Residential,7,433
114.07950766888369,22.633962621800755,Commercial,4,434
113.77874703725217,22.728680565582312,Industrial,2,435
114.0749499,22.533493300000004,Residential,1,436
114.26547634242856,22.720522526516092,Residential,5,437
114.04117262211396,22.611632306403234,Residential,4,438
113.87384530000001,22.598557800000002,Residential,7,439
113.93048334722997,22.48324231529684,Residential,0,440
114.06501034899199,22.552928376817587,Residential,1,441
114.06739679915268,22.635650161340227,Residential,4,442
114.05290989751722,22.572134883339977,Industrial,1,443
114.0746691,22.534696349999997,Residential,1,444
113.96239664358609,22.53872326132502,Residential,0,445
114.10292754999999,22.537394900000002,Residential,1,446
114.03243478330116,22.622520750575223,Residential,4,447
113.78955700684914,22.69818731933372,Residential,2,448
113.95195684310114,22.58425842824007,Residential,0,449
113.86223295777523,22.61785383790458,Residential,7,450
114.21534317485192,22.663370698843057,Residential,5,451
113.98860655,22.54257775,Commercial,0,452
113.94260392875731,22.534265049612372,Commercial,0,453
114.0207433,22.6253112,Commercial,4,454
114.05130941214819,22.6163282690762,Residential,4,455
114.0898555935521,22.555005973453476,Residential,1,456
114.00190366827549,22.55239516478089,Residential,1,457
113.90110755,22.53907805,Residential,0,458
113.92145243476975,22.510689302487645,Residential,0,459
113.88269555000002,22.5732477,Commercial,7,460
113.8469665319541,22.766043861567525,Residential,2,461
113.9509995,22.585438599999996,Residential,0,462
114.0850710420233,22.54667115200225,Residential,1,463
113.85497206650405,22.583748197445058,Residential,7,464
113.80441544599175,22.704471168120392,Residential,2,465
114.2497227050503,22.749225532107666,Residential,5,466
113.98669297969028,22.527475125736483,Commercial,0,467
113.94340347474888,22.636640590440596,Industrial,6,468
113.87715923175776,22.568557417253903,Residential,7,469
113.91923274010246,22.51465218993679,Commercial,0,470
113.91344763763136,22.53604156084978,Residential,0,471
113.91516365505481,22.545859078014214,Residential,0,472
113.79113834999998,22.719553199999996,Industrial,2,473
114.12619369101766,22.59694474518617,Residential,3,474
113.92981599968526,22.523940149976603,Residential,0,475
113.79641121648602,22.714204970138752,Industrial,2,476
113.78282097297621,22.74646733434408,Industrial,2,477
114.2038110923935,22.70817385920732,Residential,5,478
113.90839568495689,22.523812085370054,Residential,0,479
113.95522991158919,22.572771775655177,Residential,0,480
114.04491660269848,22.50881106452646,Commercial,1,481
113.9864896981533,22.668590745241975,Residential,6,482
113.87540736496351,22.567350715951846,Residential,7,483
113.86860976322187,22.574259481486383,Residential,7,484
113.92954914284033,22.69379116697711,Industrial,6,485
113.85054552791716,22.58054513756625,Residential,7,486
113.83414715000002,22.69992295,Residential,2,487
113.81470601217731,22.690465561964437,Industrial,2,488
114.00690812113375,22.53953659648704,Residential,1,489
113.92187728531968,22.506652162897545,Residential,0,490
114.06554001379676,22.537169966291803,Residential,1,491
113.78927502919177,22.733562303936978,Industrial,2,492
114.03390082868964,22.624110554323345,Industrial,4,493
113.97463318529691,22.535231845784796,Residential,0,494
113.80491818919566,22.71508068590307,Industrial,2,495
113.83894802165976,22.68768924744294,Residential,2,496
113.9310646,22.5201337,Commercial,0,497
113.79475564643614,22.71566413461557,Industrial,2,498
114.05730410225806,22.637812377735028,Commercial,4,499
114.04029510262569,22.527853318127026,Residential,1,500
113.88416454338793,22.58468620834229,Residential,7,501
113.85727369974508,22.60065126276719,Industrial,7,502
113.89424012503035,22.53341924415347,Residential,0,503
114.09929759144774,22.650116119577984,Industrial,3,504
114.05841692837562,22.577138444696796,Residential,1,505
114.12352640451961,22.613125919740195,Commercial,3,506
113.98786229999999,22.666775349999998,Residential,6,507
114.03101775559679,22.563204048241882,Residential,1,508
113.89415319999999,22.5631005,Residential,7,509
113.98896258830163,22.67036341642516,Residential,6,510
113.83532436277581,22.793454825017854,Industrial,2,511
113.82281250983357,22.71510622012108,Residential,2,512
113.8926835667244,22.589281666745162,Residential,7,513
113.80696935,22.7090989,Residential,2,514
113.91209751934318,22.524276380470813,Residential,0,515
114.06438869908852,22.53405351579363,Residential,1,516
113.80579719999999,22.705133,Residential,2,517
113.88567050000002,22.570318200000003,Residential,7,518
113.88902154999998,22.567043549999998,Residential,7,519
113.9874253,22.6958758,Residential,6,520
113.85577370000003,22.583740699999996,Residential,7,521
113.89099336897215,22.590647107754823,Residential,7,522
113.92521580600449,22.514911675563518,Residential,0,523
114.04564122570405,22.569293789103256,Residential,1,524
114.12148600629315,22.5523573996344,Residential,3,525
114.03511863082473,22.51807970835394,Residential,1,526
114.0484594,22.59979715,Residential,4,527
114.05397417009365,22.61989987530262,Industrial,4,528
114.26930997281943,22.7563836229774,Residential,5,529
114.04484431814365,22.659017947987532,Commercial,4,530
114.16081956286006,22.568668802365057,Residential,3,531
113.78644868402182,22.69511933273129,Residential,2,532
114.0581081,22.5263279,Commercial,1,533
114.049996,22.600925699999998,Residential,4,534
113.81157277048429,22.784161113653468,Residential,2,535
113.795146794475,22.750859418780177,Industrial,2,536
113.8304744,22.707187750000003,Industrial,2,537
114.02395930487944,22.629497723374136,Residential,4,538
114.04947040153357,22.511497188993932,Residential,1,539
114.01583354282431,22.66160059684796,Commercial,4,540
114.0567648066465,22.634480633101862,Residential,4,541
113.86113510000001,22.5676742,Residential,7,542
113.90961373229217,22.506221743262902,Residential,0,543
113.90875099165073,22.484383448597146,Residential,0,544
113.91731018055836,22.652655848405914,Industrial,6,545
114.07558808350576,22.53780384922025,Residential,1,546
113.94762877780943,22.538819779491742,Commercial,0,547
113.9401191687067,22.537536042414928,Commercial,0,548
113.91842635093057,22.57003709493681,Residential,7,549
113.8983046961953,22.554600437234342,Residential,7,550
113.8736474313371,22.479406288451017,Commercial,0,551
113.79752867548119,22.70194559600586,Industrial,2,552
114.27077517445338,22.6880282512801,Industrial,5,553
113.79649738040598,22.762299125104,Industrial,2,554
113.86935260450069,22.56737360088345,Residential,7,555
114.07638601649424,22.53288925077975,Residential,1,556
114.02283514999999,22.526693,Residential,1,557
114.04333216362616,22.511247216796583,Residential,1,558
113.9858145253846,22.590630295175128,Residential,4,559
114.07613630266694,22.555013828608264,Residential,1,560
113.91954484201567,22.496439223539962,Residential,0,561
114.11422380779283,22.623136674303918,Residential,3,562
113.93348318795675,22.587109136881658,Commercial,7,563
113.81244623106285,22.74832132685214,Industrial,2,564
113.91784185905442,22.488245834727643,Residential,0,565
113.78495857637972,22.74996760293053,Industrial,2,566
114.07645911649426,22.537297050779753,Residential,1,567
113.89212881586587,22.585188927590853,Residential,7,568
113.86026960991467,22.58232005190827,Residential,7,569
113.83411073725539,22.69620062457313,Residential,2,570
114.0348392964823,22.711954810764166,Residential,4,571
113.86718044999999,22.56731155,Residential,7,572
113.88090539999999,22.575636,Residential,7,573
114.02995947753182,22.724688059109,Commercial,4,574
113.98849474621278,22.67208678152825,Residential,6,575
113.91853590698089,22.66475847404125,Industrial,6,576
114.16487635448394,22.563729152561184,Residential,3,577
114.24532268128652,22.710345929242994,Residential,5,578
113.83280756049315,22.710934149884547,Industrial,2,579
113.9854604,22.669034750000005,Residential,6,580
113.90122459999999,22.555091000000004,Residential,7,581
113.79798213082978,22.706705827897494,Industrial,2,582
